Air Temperature,Wet Bulb Temperature,Humidity,Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,hour,day_of_week
1.0,0.8276974540255869,0.008318422253802278,-0.23568769776843243,-0.24760714951373153,0.21831180773754116,0.0029298460176552295,-0.07426067811388481,0.06289978817116577,-0.021476999941244575
0.8276974540255869,1.0,0.14060213661910026,-0.16363174261535085,-0.21852867696091408,0.16799644178662526,0.05206407165813579,-0.0028161302744240213,0.03252911735222562,-0.01511175289384334
0.008318422253802278,0.14060213661910026,1.0,0.0066597917087332335,-0.18825989406540156,-0.14898578601816614,-0.027654821615659485,-0.14670713935223495,-0.11720031533154104,-0.004296922992481519
-0.23568769776843243,-0.16363174261535085,0.0066597917087332335,1.0,-0.07136655774526685,0.05297662654665388,0.10721282373429625,0.18881637397863957,0.031098723161932778,0.009303607903534785
-0.24760714951373153,-0.21852867696091408,-0.18825989406540156,-0.07136655774526685,1.0,0.06216074687117294,-0.0016806714484669228,-0.07332510550235875,-0.012373991675398953,0.043349761709826504
0.21831180773754116,0.16799644178662526,-0.14898578601816614,0.05297662654665388,0.06216074687117294,1.0,-0.032872692966051435,-0.11206536614378403,0.08738699761322664,0.0014291486784648903
0.0029298460176552295,0.05206407165813579,-0.027654821615659485,0.10721282373429625,-0.0016806714484669228,-0.032872692966051435,1.0,0.28922679673056867,-0.003455513133722009,0.0025713624107345403
-0.07426067811388481,-0.0028161302744240213,-0.14670713935223495,0.18881637397863957,-0.07332510550235875,-0.11206536614378403,0.28922679673056867,1.0,0.0019449360856841427,0.000483202405676147
0.06289978817116577,0.03252911735222562,-0.11720031533154104,0.031098723161932778,-0.012373991675398953,0.08738699761322664,-0.003455513133722009,0.0019449360856841427,1.0,0.006085026214363409
-0.021476999941244575,-0.01511175289384334,-0.004296922992481519,0.009303607903534785,0.043349761709826504,0.0014291486784648903,0.0025713624107345403,0.000483202405676147,0.006085026214363409,1.0
